content,score,at
"hoax, dana point hoax fake",1,2026-06-26 03:02:52
"anggap aja sedekah 3000 rupiah, cek in tiap hari ngumpulin poin 11.500 pas mau di tukar, gak bisa 👎",1,2026-06-26 03:02:51
dana cicil nya gak bisa dipakai lagi payah,1,2026-06-26 03:02:41
"apaan dah, mau tukar dana point padahal baru satu detik udah habis aja",1,2026-06-26 03:02:36
sangat baik,4,2026-06-26 02:58:33
even dana poinst bohongan,1,2026-06-26 02:56:30
sangat membantu,5,2026-06-26 02:55:49
tetap jadi yg terpercaya,5,2026-06-26 02:52:49
bagusss banget,5,2026-06-26 02:52:08
amaan,5,2026-06-26 02:51:39
mantap,5,2026-06-26 02:48:11
lebih praktis,5,2026-06-26 02:47:57
mantap,5,2026-06-26 02:47:09
cukup berguna,5,2026-06-26 02:45:38
Apk dana sangat membantu.. TPI sayang nya Dana cicil susah muncul nya,5,2026-06-26 02:45:00
dn cicil aktivitas gagal aneh kalib,1,2026-06-26 02:44:13
tolong di perbaiki qris yang sering error aplikasi ini udah sangat membantu dan sangat bagus tapi sayangnya qris masih sering error,2,2026-06-26 02:39:58
bagus,5,2026-06-26 02:36:39
cukup membantu,5,2026-06-26 02:32:36
saya gagal transaksi dana cicil,1,2026-06-26 02:31:01
bagus,4,2026-06-26 02:30:05
ok,5,2026-06-26 02:30:00
sangat bagus,5,2026-06-26 02:28:28
sangat baik,4,2026-06-26 02:27:54
terima kasih aplickasi dana sungguh sangat membantu sekali.,5,2026-06-26 02:27:50
sangat puas,5,2026-06-26 02:26:02
merasa termudahkan dengan adanya aplikasi dana...,5,2026-06-26 02:23:51
bagus bangettttttt sangat membantu,5,2026-06-26 02:23:07
sangat buruk tingkat keamanan nya,1,2026-06-26 02:19:58
Anj saldo etol udh 350 ribu ga masuk & setiap saldo masuk ada admin nya segala aplikasi apaan ini 🤬 sangat tidak di rekomendasikan 😡,1,2026-06-26 02:19:29
matap,5,2026-06-26 02:19:25
bagus,5,2026-06-26 02:19:03
"dana ini sudah bagus si menurut aku,kok aku isi dana 50k udh aku tinggalin.kayak 5 menitan lebih itu isi dana aku ilang sebanyak 17.507perak kok bisa ya dana bacaan nya gini membayar uang Pajak top up game padahal aku tidak top up game sama sekali kok bisa ilang ya tolong tim dana di perbaiki dan balikin uang saya",1,2026-06-26 02:18:10
"aplikasi apaan ini,tbtb logout dari akun gw trs mau login di pinta kode otp padahal sudh di laporkan nomor gw ilang/ga aktf lagi gimana dpt kode otp nya,padahal sudah verifikasi muka",1,2026-06-26 02:18:05
mohon perbaiki banyak korban kehilangan uang gegara kau,1,2026-06-26 02:16:58
👍👍,5,2026-06-26 02:13:06
keren dan membantu,5,2026-06-26 02:10:58
"dana saya dari dulu lagi ni, kok tidak ada dana cicil na. orang baru download aplikasi na, udah ada dana cicil na. memang tidak Ado buat saya",5,2026-06-26 02:08:13
sangat puas,4,2026-06-26 02:08:00
suksessss 👍👍👍👍👍,5,2026-06-26 02:07:36
sangat praktis,5,2026-06-26 02:07:14
baik,5,2026-06-26 02:00:22
bagus pokoknya👍👍👍👍,5,2026-06-26 01:58:45
"dana instan ga muncul ,, dana cicil pun limit 50rb skrng ga bisa d pakai karna gnti no hp ,, pdhl transaksi terus tpi limit segitu aja ga bisa d pakai",1,2026-06-26 01:57:32
dana bagus labih simple,5,2026-06-26 01:54:33
hayang depo,4,2026-06-26 01:51:54
"pusat bantuan robot semua, Semua masalah ga ada yang selesai",1,2026-06-26 01:50:26
bagus sangat bagus,5,2026-06-26 01:48:17
pripat,4,2026-06-26 01:44:38
sangat bagus,5,2026-06-26 01:42:19
mantap,5,2026-06-26 01:36:40
sangat CPT dan murah adminnya,5,2026-06-26 01:35:48
"hubungi CS dana apa nya di tanya apa jwb nya itu terus.....chat sm sistem doang muter""",1,2026-06-26 01:31:01
sangat mudah dan sangat membatu sekali,5,2026-06-26 01:30:54
ok sangat2 membantu saya,5,2026-06-26 01:30:28
bgus,4,2026-06-26 01:27:30
lovveeee bgttt,4,2026-06-26 01:26:12
maaf yaa. saya kasi bintang 3 dulu. karena belum memuaskan 🙏🏻🙏🏻,3,2026-06-26 01:24:32
"masalah dana cicil,transaksi selalu eror? ada yang mengalami hal yang sama",1,2026-06-26 01:24:11
mudah utk transaksi,5,2026-06-26 01:19:21
bagus,5,2026-06-26 01:17:20
Kenapa saya belum bisa dana cicil woyy. transaksi setiap hari.. malahan pengguna baru dpat dana cicilan,3,2026-06-26 01:15:15
Bajuz...tingkatkan lagi Min👍👍,5,2026-06-26 01:14:59
apk yang bagus sedunia,5,2026-06-26 01:10:02
saya kasih bintang 4 fitur dana cicil blm ada soal nyah,4,2026-06-26 01:09:33
apk transaksi paling enak nyaman dan tentunya sangat istimewa,5,2026-06-26 01:06:11
pacak login dana orang lain,5,2026-06-26 01:04:12
ok,5,2026-06-26 01:02:59
Kok bisa-bisanya sebelum kirim bukti transaksi ada iklan sama otomatis ngebukain aplikasi tiktok sama shopee. Penurunan kualitas nih Dana.,3,2026-06-26 00:56:57
sangat membantu,4,2026-06-26 00:55:26
diamon,5,2026-06-26 00:52:36
kurang lengkap dana cicil dan dana instan nya gak muncul . klo untuk yang lainnya cukup baik,5,2026-06-26 00:50:46
"aplikasi dana skarang tambah rumet, dana saya jadi ga kebuka.. saya pake nomber lama yg udh ga dipake, kmaren² biasa² aja kluar masuk juga bisa. skarang jadi susah",1,2026-06-26 00:46:51
mantapppppp,5,2026-06-26 00:43:21
bagus,5,2026-06-26 00:37:08
sangat bagus,5,2026-06-26 00:34:10
mantap,5,2026-06-26 00:33:41
mulai membaik aplikasi nya,3,2026-06-26 00:30:44
josss,5,2026-06-26 00:27:32
setelah update dana saya tidak bisa di gunakan ! kenapa ?,1,2026-06-26 00:22:36
Kenapa di aplikasi dan tidak ada fitur penghapusan akun oleh karena itu dami kebijakan tersebut saran saya adalah saya ingin dana ada fitur tersebut bisa memungkinkan orang untuk menghapus data aplikasi nya dari sebagian orang pasti mengeluh tentang hal ini dari berbagai faktor,3,2026-06-26 00:22:11
peraktis ngk ribet,5,2026-06-26 00:20:53
cukup membantu sy,4,2026-06-26 00:20:43
goodluck,5,2026-06-26 00:18:12
Bagus lah,5,2026-06-26 00:17:44
semoga dana cicil saya aktif lagi,5,2026-06-26 00:15:07
Bagus,5,2026-06-26 00:14:42
"keren, dan bermanfaat terutama Fitur Dana CICILnya sangat membantu",5,2026-06-26 00:06:37
aplikasi Dana sangat mmbantu kelancaran transaksi,5,2026-06-25 23:58:36
oke,5,2026-06-25 23:54:51
"mengisi saldo pakai ecomers berhasil, tqpi saldo tidak bertambah. tanya ke Diana tidak ada jalan keluarnya, kirim email jawabanya tidak memuaskan. saya sangat kecewa. sampai saat ini saya belum terima saldo saya.",1,2026-06-25 23:48:19
bagus,5,2026-06-25 23:47:38
keren,4,2026-06-25 23:45:19
bisa pinjam,5,2026-06-25 23:41:28
"Transaksi apapun selalu pakai dana,Sudah jadi penggunan dana sudah bertahun2,Tapi kenapa Fitur Dacil tidak pernah muncul.Sedangkan yang baru pakai aplikasi dana Sudah muncul fitur dacil",4,2026-06-25 23:39:20
praktis dan cepet untuk kirim atau menerima sangat membantu,5,2026-06-25 23:25:44
kenapa belum bisa,5,2026-06-25 23:20:45
dana cicil dana instan gk ada di fitur gk bisa di gunakan,2,2026-06-25 23:20:17
sgat luar biasa tggl klik langsung masuk uwangnya,5,2026-06-25 23:17:57
"saat saya ingin mengetik jenis bank tujuan pengiriman, kolom terisi sendiri dengan tidak masuk akalnya. padahal dulu bisa untuk mengetik tujuan jenis bank yang ingin dikirim tanpa masalah. tolong development perbaikannya.",3,2026-06-25 23:17:51
ok sakgat bagus digunakan,5,2026-06-25 23:10:50
"no hp sudah tidak aktif dan bisa login,pernh sekali ganti no hp dan tetep ga bisa",1,2026-06-25 23:08:03
good,5,2026-06-25 23:03:50
sangat baik,5,2026-06-25 23:01:13
makin parah sudah 1 tahun pakai dana transaksi lancar fitur dana cicil tidak bisa makin parah nih,1,2026-06-25 22:48:37
aman,5,2026-06-25 22:41:10
fitur menu dana cicil tidak ada di akun saya,5,2026-06-25 22:40:03
harus premium,1,2026-06-25 22:29:44
fitur dana instan,5,2026-06-25 22:24:43
tidak bisa isi token tidak bisa isi pulsa tidak bisa lihat aktivitas,1,2026-06-25 22:22:39
iya,1,2026-06-25 22:17:49
jadi gampang banget,5,2026-06-25 22:08:03
memang mantap aplikasi dana,5,2026-06-25 22:07:19
ok,5,2026-06-25 22:04:36
sangat membantu cuma sayang metode dana cicil nya tidak bisa dipakai,5,2026-06-25 21:57:49
mohon dibantu untuk fiktur DANA cicil saya dong.kenapa sampai saat ini masih belum ada fiktur DANA cicil kk... saya juga memerlukan fiktur itu.... mohon bantuannya untuk sahabat semuanya,5,2026-06-25 21:39:49
payah,1,2026-06-25 21:38:46
"min tlong Dong berlakukan dana cicil saya,,, soalnya dana cicil di DANA sya tidak tersedia dan tidak berlaku,,,",3,2026-06-25 21:32:10
Susah di buka aplikasinya,1,2026-06-25 21:29:15
orang orang udah pakai dana cicil atau paylater aku kok belum ada sama sekali gimana caranya kalau udah ada baru saya kasih bintang 5,3,2026-06-25 21:29:02
dana yes oke,5,2026-06-25 21:21:23
susah login,3,2026-06-25 21:08:30
"tolong untuk dana buat lebih aman lagi aplikasinya,contoh tidak bisa di log in dari perangkat manapun, terkecuali dari perangkat yang sudah tertera perangkat sekarang/perangkat awal untuk log in",3,2026-06-25 21:04:08
